Structure(SMILES)	DSSTox_Structure_Id
FC(F)(F)C=1OP23(OC=1C(F)(F)F)OCCC(CO2)O3	DTXCID00263476
FC(F)(F)C=1OP2(Oc3ccccc3O2)(OC=1C(F)(F)F)Oc1ccccc1	DTXCID60263477
FC(F)(F)COS(=O)OCC(F)(F)F	DTXCID50263481
O=C(CC(=O)C(F)(F)F)c1ccc(cc1)c1ccccc1	DTXCID30263484
FC(F)(F)C(=O)CC(=O)c1ccc2c3ccccc3Cc2c1	DTXCID90263485
FC(F)(F)C(OC(=O)c1ccccc1)C(F)(F)F	DTXCID80263499
FC(F)(F)c1ccc(cc1)C(=O)Cc1ccccc1	DTXCID10263503
O=C(O)c1c(C)ccc(C)c1C(=O)OCC(F)(F)F	DTXCID20263539
O=C(Nc1ccc(cc1)C(=O)NC(CCC(=O)OCC)C(=O)OCC)C(F)(F)F	DTXCID80263631
FC(F)(F)c1c2c(c(c3ccccc3n2nc1C(F)(F)F)c1ccccc1)c1ccccc1	DTXCID70263645
FC(F)(F)c1c2c(c(c(c(c3ccccc3)n2nc1C(F)(F)F)c1ccccc1)c1ccccc1)c1ccccc1	DTXCID30263646
FC(F)(F)C1=C(C(F)(F)F)C21c1ccccc1c1ccccc12	DTXCID20263650
FC(F)(F)C(=O)Nc1ncnc2n[NH]c(C#N)c12	DTXCID50263668
FC(F)(F)c1c(CO)c(CO)c2CCCn12	DTXCID40263738
FC(F)(F)c1c(COC(C)=O)c(COC(C)=O)c2CCCn12	DTXCID00263739
FC(F)(F)c1c(COC(=O)NC)c(COC(=O)NC)c2CCCn12	DTXCID10263740
FC(F)(F)CNC(=O)c1ccccc1/N=N/N(C)C	DTXCID30263828
FC(F)(F)C(=O)NC1CC(O[C@H]2C[C@@](O)(Cc3c2c(O)c2C(=O)c4c(OC)cccc4C(=O)c2c3O)C(C)O)OC(C)C1O	DTXCID60263937
O=S(=O)(OC=1CCCCC=1)C(F)(F)F	DTXCID80263979
FC(F)(F)S(=O)(=O)OC1=CCCCCC1	DTXCID90264210
FC(F)(F)S(=O)(=O)OC(/C)=C(/C)C	DTXCID50264211
FC(F)(F)C(O)(CC(=C)CC(O)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID80264229
OC(c1ccccc1)(C(F)(F)F)C(O)(c1ccccc1)C(F)(F)F	DTXCID90264230
FC(F)(F)C(O)(c1cc(C)ccc1SCC(=O)OCC)C(F)(F)F	DTXCID50264231
CCOP1(OCC)(OC(C(O1)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)OCC	DTXCID10264232
OC(c1cc(C)ccc1N)(C(F)(F)F)C(F)(F)F	DTXCID70264233
OC(c1cc(C)ccc1Br)(C(F)(F)F)C(F)(F)F	DTXCID30264234
Oc1ccc(NC(=O)C(F)(F)F)cc1	DTXCID60264565
FC(F)(F)c1ccc(c(c1)[N+]([O-])=O)N1C(=O)c2ccccc2C1=O	DTXCID90264573
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)C#Cc1ccccc1	DTXCID70264612
FC(F)(F)S(=O)(=O)C#Cc1ccccc1	DTXCID30264613
BrC(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID90264614
FC(F)(F)c1ccc(cc1)Nc1ncnc(N)n1	DTXCID10264813
FC(F)(F)c1ccc(cc1)C(=O)CBr	DTXCID70264915
O=C1CSC(=S)N1c1ccc(cc1)C(F)(F)F	DTXCID80265094
NC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(F)(F)F	DTXCID70265144
FC(F)(F)c1nc(Cc2ccccc2)c(o1)C(F)(F)F	DTXCID40265252
O=C1OC(=NC1Cc1ccccc1)C(F)(F)F	DTXCID70265265
FC(F)(C(=O)O)C(N)C(=O)O	DTXCID00265314
FC(F)(F)C1=CC(=O)Nc2cc3c(cc21)C(C)(C)C(C)N3C	DTXCID40265474
FC(F)(F)C(F)(F)C(F)(F)c1nnnn1CC1(Cn2nnnc2C(F)(F)C(F)(F)C(F)(F)F)COC1	DTXCID00265475
FC(F)(F)c1cc2ncccc2c2ncccc12	DTXCID30265504
FC(F)(F)c1cc2c(C=CC(=O)N2C)c2ncccc12	DTXCID90265505
FC(F)(F)C(=O)NC1CC(OC2CC(O)(Cc3c2c(O)c2C(=O)c4c(OCc5ccccc5)cccc4C(=O)c2c3O)C(C)=O)OC(C)C1O	DTXCID80265756
Clc1ccc(NC(=O)NC(=O)C(F)(F)C(F)(F)F)cc1	DTXCID40265777
O=C(Nc1ccc(cc1)C(F)(F)F)NC(=O)c1ccccc1F	DTXCID00265778
O=C1C=C(CC(C)(C)C1)OS(=O)(=O)C(F)(F)F	DTXCID70265806
Cc1ccc(cc1)S(O)(=O)=O.N=C(N)c1cccc(c1)C(F)(F)F	DTXCID80266086
Cc1ccc(cc1)S(O)(=O)=O.N=C(N)c1cc(ccc1)OCCCOc1cc(ccc1)C(F)(F)F	DTXCID40266087
FC(F)(F)c1nnc(nn1)c1ccccc1	DTXCID20266101
CN1C(=NN=C(N1C)C(F)(F)F)c1ccccc1	DTXCID80266102
CC(C)(C)c1ccc(cc1)c1nnc(nn1)C(F)(F)F	DTXCID40266103
CC(C)(C)c1ccc(cc1)C=1NN=C(NN=1)C(F)(F)F	DTXCID00266104
O=C(NNC(O)C(F)(F)F)c1ccccc1F	DTXCID60266105
Cc1ccc(cc1)C(=O)NNC(O)C(F)(F)F	DTXCID20266106
CC(C)(C)c1ccc(cc1)C(=O)NNC(O)C(F)(F)F	DTXCID80266107
FC(F)(F)c1nnc(nn1)c1ccc2ccccc2c1	DTXCID10266115
FC(F)(F)c1cc(ccc1)Oc1ccc(c2Nc3ccccc3C(=O)c12)[N+]([O-])=O	DTXCID30266197
FC(F)(C(F)(F)S(Cl)(=O)=O)C(F)(F)C(F)(F)F	DTXCID70266252
FC(F)(C(F)(F)S(Cl)(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30266253
FC(F)(F)C(F)(F)S(Cl)(=O)=O	DTXCID90266254
FC(F)(F)c1cc(N)c(cc1)c1ccn[NH]1	DTXCID40266269
FC(F)(F)c1cc2N(CCCN3CCN(CCOC(=O)C45CC6CC(CC(C6)C4)C5)CC3)c3ccccc3Sc2cc1	DTXCID60266286
FC(F)(F)C(=O)NCC1OC(OC2CC(O)(Cc3c2c(O)c2C(=O)c4c(OC)cccc4C(=O)c2c3O)C(C)=O)CC(NC(=O)C(F)(F)F)C1OC(C)=O	DTXCID50266412
COSc1cc(ccc1)C(F)(F)F	DTXCID50266518
FC(F)(F)c1ccc(cc1)C1(C=C(SC(=C1)c1ccccc1)c1ccccc1)c1ccccc1	DTXCID40266562
FC(F)(F)c1ccc(cc1)C1(C=C(SC(=C1)c1ccc(OC)cc1)c1ccc(OC)cc1)c1ccc(OC)cc1	DTXCID00266563
CN(C)c1ccc(cc1)C1=CC(C=C(S1)c1ccc(cc1)N(C)C)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)N(C)C	DTXCID50266578
ClC1CC(NC(=O)C(F)(F)F)C(OC(=O)C(F)(F)F)C(C)O1	DTXCID30266617
COC1CC(NC(=O)C(F)(F)F)C(O)C(CNC(=O)C(F)(F)F)O1	DTXCID90266618
CC(C)c1nc(NNc2nc(cc(n2)C(F)(F)F)C(C)C)nc(c1)C(F)(F)F	DTXCID00266664
FC(F)(F)c1cc(C)nc(NNc2nc(C)cc(n2)C(F)(F)F)n1	DTXCID60266665
CCN(CC)C(=O)C(F)C(F)(F)C(F)(F)C(F)C(=O)N(CC)CC	DTXCID50266735
CCN(CC)C(=O)C(F)C(F)(F)C(F)(F)COCc1ccccc1	DTXCID10266736
FC(F)(F)c1ccc2Sc3ccccc3N(c2c1)c1cc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2cc1C(F)(F)F	DTXCID00266740
FC(F)(F)c1ccc2Sc3ccccc3N(c2c1)c1cc2Sc3ccccc3N(C)c2cc1C(F)(F)F	DTXCID60266741
O=C(Nc1nncs1)C(F)(F)F	DTXCID50266851
FC(F)(F)c1nn2c(nnc2s1)c1cnns1	DTXCID70266853
Cc1nnsc1c1nnc2sc(nn12)C(F)(F)F	DTXCID90266855
FC(F)(F)c1nn2c(C)nnc2s1	DTXCID80266864
FC(F)(F)C(=O)O.O=C1N=C(N)NC=2CCC(C)NC1=2	DTXCID00266987
FC(F)(F)c1nc2c(cc(Cl)c(C)c2Cl)[NH]1	DTXCID30266995
O=S(=O)(Nc1ccc(cc1C(F)(F)F)[N+]([O-])=O)c1cc(Cl)ccc1Cl	DTXCID80267018
FC(F)(C(=O)N1CCCC1)C(F)(F)C(F)(F)F	DTXCID90267029
O=C(Nc1cc(ccc1)C(F)(F)F)NC(=O)c1c(F)cccc1F	DTXCID40267034
FC(F)(F)c1ccc(OCC#C)cc1	DTXCID60267056
FC(F)(F)c1cc2c(cc1)[NH]c1CCCCc21	DTXCID10267102
COc1ccc(C#CC(O)C(F)(F)F)cc1	DTXCID50267121
FC(F)(F)C1(OI(Br)c2ccc(C)cc21)C(F)(F)F	DTXCID60267238
FC(F)(F)C1(OI(Cl)c2ccc(C)cc21)C(F)(F)F	DTXCID20267239
FC(F)(F)C1(N=C2c3ccccc3OCC2C1)C(F)(F)F	DTXCID00267252
FC(F)(F)C(O)(NC(=O)c1ccccc1OCC=C)C(F)(F)F	DTXCID20267254
Cc1ccc(cc1N(O)C(C)(C)C)C(F)(F)F	DTXCID30267346
O=S(C)c1ccc(cc1C(=O)O)C(F)(F)F	DTXCID80267351
COC1CC(NC(=O)C(F)(F)F)C(OC(C)=O)C(CNC(=O)C(F)(F)F)O1	DTXCID70267360
CN1CCC(OC(=O)c2c(C)c(C)[NH]c2C)CC1.FC(F)(F)C(=O)O	DTXCID20267431
[O-][N+](=O)c1ccc(cc1)C(=O)OC1C(CNC(=O)C(F)(F)F)OC(OC2CC(O)(Cc3c2c(O)c2C(=O)c4c(OC)cccc4C(=O)c2c3O)C(C)=O)CC1NC(=O)C(F)(F)F	DTXCID10267440
O=C(CN(C(=O)C(F)(F)F)C1CCCC1)Nc1ccc(cc1)S(N)(=O)=O	DTXCID40267453
ClC1CC(NC(=O)C(F)(F)F)C(OC(=O)c2ccc(cc2)[N+]([O-])=O)C(C)O1	DTXCID60267490
FC(F)(F)c1cc(ccc1)S(=O)(=O)c1cc2c(cc1)nc(N)nc2N	DTXCID90267827
Fc1ccccc1CC(NC(=O)C(F)(F)F)C(=O)O	DTXCID50267848
Fc1cc(CC(NC(=O)C(F)(F)F)C(=O)O)ccc1	DTXCID10267849
FC(F)(F)C(=O)NC(Cc1cccs1)C(=O)O	DTXCID20267850
FC(F)(F)C(=O)NC(Cc1ccsc1)C(=O)O	DTXCID80267851
O=C(NC(CCSC)C(=O)O)C(F)(F)F	DTXCID40267852
O=C(NC(CCC)C(=O)O)C(F)(F)F	DTXCID00267853
FC(F)(F)C(=O)N1Cc2cc3OCOc3cc2C2(C=CC(=O)C=C2)CC1	DTXCID90267968
FC(F)(F)C(=O)N(C)CCC12C=C(OC)C(=O)C=C2CCc2ccc(OC)c(O)c21	DTXCID80267972
C=CCC(O)(C(F)(F)F)C(F)(F)F	DTXCID10268093
FC(F)(F)C(OCC1CO1)(c1cccc(c1)C(OCC1CO1)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID70268094
FC(F)(F)C(OCC1CO1)(c1cccc(c1)C(F)(F)F)C(F)(F)F	DTXCID30268095
FC(F)(F)C(OCC1CO1)(c1ccccc1)C(F)(F)F	DTXCID50268097
FC(F)(F)C1(OC1C(=O)OCC)C(F)(F)F	DTXCID10268098
Nc1c(cc(C)cc1Br)C(O)(C(F)(F)F)C(F)(F)F	DTXCID10268351
FC(F)(F)C1(OC(C)(C)Nc2c1cc(C)cc2Br)C(F)(F)F	DTXCID70268352
OC(c1cc(C)ccc1I)(C(F)(F)F)C(F)(F)F	DTXCID90268354
ClCCN(CCCl)c1ccc(cc1)C=NNc1ccnc2cc(ccc12)C(F)(F)F	DTXCID70268397
CC(C)Cc1nc(NNc2nc(cc(n2)C(F)(F)F)CC(C)C)nc(c1)C(F)(F)F	DTXCID20268408
FC(F)(F)C(=O)NC1c2ccccc2CCc2ccccc21	DTXCID80268464
O=S(=O)(O\C(=C(/C)C)[Si](C)(C)C)C(F)(F)F	DTXCID70268554
FC(F)(F)/C(=C1/S/C(SC2(S/C(S2)=C(/C(F)(F)F)C(F)(F)F)N1C)=C(/C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID60268568
Cc1cc2c(c(C)ss2s1)C1(S/C(S1)=C(/C(F)(F)F)C(F)(F)F)C(C(F)(F)F)C(F)(F)F	DTXCID20268569
FC(F)(F)c1cc(ccc1)/N=C1/C=C2C=CC=CN2C=C1	DTXCID60268629
FC(F)(F)c1cccc(c1)CS(=O)(=O)c1nc2cccnc2s1	DTXCID40268662
FC(F)(F)C(=O)Nc1nc2cccnc2s1	DTXCID60268664
FC(F)(F)c1ccc2nc3c4ccccc4c4ccccc4c3nc2c1	DTXCID00268668
OC(=O)C=Cc1ccc(o1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F	DTXCID80268742
CSCCCNC(=O)c1nc(sc1)c1csc(CCNC(=O)C(F)(F)F)n1	DTXCID10268770
O=C(O)c1nc(sc1)c1csc(CCNC(=O)C(F)(F)F)n1	DTXCID90268773
FC(F)(F)c1cc(ccc1)NC(/CCNC1CCCCC1)=N/C(C)(C)C	DTXCID40268844
FC(F)(F)c1ccccc1N1C(=NC=C(C1=O)C(=O)OCC)SC	DTXCID00268981
FC(F)(F)c1cc(ccc1)NC(=O)C12CC3CC(CC(C1)C3)C2	DTXCID40269038
FC(F)(F)C(=O)NC12CC3CC(C1)CC(C2)C3	DTXCID10269045
CC(C)NC(=O)N(C(=O)C(F)(F)F)C(C)C	DTXCID70269046
O=C(NC1CCCCC1)N(C(=O)C(F)(F)F)C1CCCCC1	DTXCID30269047
O=C(Nc1ccccc1)N(C(=O)C(F)(F)F)c1ccccc1	DTXCID90269048
FC(F)(F)C(=O)N(CCNC(=O)C(F)(F)F)c1ccc(F)cc1	DTXCID80269057
O=C(Nc1ccccc1C(=O)c1ccccc1)C(F)(F)F	DTXCID40269058
FC(F)(F)c1cccc(c1)CSCc1c(CSCc2cccc(c2)C(F)(F)F)c(CSCc2cccc(c2)C(F)(F)F)c(CSCc2cccc(c2)C(F)(F)F)c(CSCc2cccc(c2)C(F)(F)F)c1CSCc1cccc(c1)C(F)(F)F	DTXCID00269099
FC(F)(F)c1cc(ccc1[N+]([O-])=O)OCC#CCOc1cc(c(cc1)[N+]([O-])=O)C(F)(F)F	DTXCID80269138
FC(F)(F)CO[Se](=O)OCC(F)(F)F	DTXCID70269187
FC(F)(F)CO[Te](OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F	DTXCID30269188
FC(F)(F)COSc1ccccc1	DTXCID90269189
O=S(=O)(NC(=O)NC(C)C)C1=CN(O)C=C\C1=N/c1cc(ccc1)C(F)(F)F	DTXCID40269199
CSc1nc(c(Cl)c(Cl)n1)C(F)(F)F	DTXCID30269587
FC(F)(F)c1nc(Cl)nc(Cl)c1Cl	DTXCID90269588
O=C(Nc1nc(NC(=O)C(F)(F)F)[NH]n1)C(F)(F)F	DTXCID00269630
FC(F)(F)c1c2ccccn2nc1F	DTXCID40269654
FC(F)(F)c1ccc(cc1)C(=O)CN1C(=O)c2ccccc2C1=O	DTXCID40269816
FC(F)(F)C(OP(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID00269817
FC(F)(F)COP(OCC(F)(F)F)c1ccccc1	DTXCID60269818
FC(F)(F)COP(c1ccccc1)c1ccccc1	DTXCID20269819
O=[N+]([O-])c1c(cc(NC(=O)OCC)nc1N)NCC(=NO)c1ccc(cc1)C(F)(F)F	DTXCID90269881
O=[N+]([O-])c1c(cc(NC(=O)OCC)nc1N)NCC(=O)c1ccc(cc1)C(F)(F)F	DTXCID70269884
FC(F)(F)C(O)(CCC(O)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID20270001
FC(F)(F)c1nnnn1CCCCCCCC	DTXCID10270055
FC(F)(F)c1cc(Cl)nc(Cl)n1	DTXCID50270150
FC(F)(F)c1ccc(cc1)c1nc2c(nc1)cc(NC(=O)OCC)nc2N	DTXCID80270168
FC(F)(Sc1ccc(C)cc1)C(F)C(F)(F)F	DTXCID30270178
FC(F)(F)COP1OCCN1C	DTXCID80270325
FC(F)(F)COP1N(C)CCN1C	DTXCID40270326
FC(F)(F)COP1SCCS1	DTXCID00270327
FC(F)(F)COP1OCCS1	DTXCID60270328
O=C(Nc1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F)NC(=O)c1c(F)cccc1F	DTXCID60270585
O=C(NC(=O)Nc1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F)c1ccccc1Cl	DTXCID20270586
FC(F)(F)C(=O)c1cccc2c3c(ccc21)C(CC(=O)OC)(C1CCCN31)C(=O)OC	DTXCID70270718
FC(F)(F)C1OC2CCCN2C2=C1CCc1ccccc21	DTXCID30270719
FC(F)(F)c1cc(NC(=O)SCCC(=O)OC)ccc1	DTXCID80270729
FC(F)(F)C1(OS2(=O)(OC(c3ccccc32)(C(F)(F)F)C(F)(F)F)c2ccccc21)C(F)(F)F	DTXCID00270827
FC(F)(F)S(=O)(=O)O\C(C#C)=C(/C)C	DTXCID90270917
C[Si](C)(C)C#CC(\OS(=O)(=O)C(F)(F)F)=C(/C)C	DTXCID50270918
FC(F)(F)S(=O)(=O)O/C(C#C[Si](C)(C)C)=C(/c1ccccc1)c1ccccc1	DTXCID10270919
FC(F)(F)S(=O)(=O)OC(\C#C)=C1/C2CC3CC1CC(C2)C3	DTXCID20270920
FC(F)(F)C1=Nc2ccccc2C(=O)N1CCc1c[NH]c2ccccc21	DTXCID80270926
FC(F)(F)c1cc2N(CCCN3CC(=O)NC(=O)C3)c3ccccc3Sc2cc1	DTXCID50271046
C[Si](C)(C)[C@@]12C(=O)C(C)=C(N(CC)CC)[C@@]2([Si](C)(C)C)[C@@]1(OC)c1ccc(cc1)C(F)(F)F	DTXCID60271092
O=C(Nc1ccccc1N)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1N	DTXCID20271154
FC(F)(c1nc2ccccc2[NH]1)C(F)(F)C(F)(F)c1nc2ccccc2[NH]1	DTXCID80271155
FC(F)(F)C(O)(c1cc(C)cc2c1NC(C)(C)OC2(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID10271188
OC(c1cc(C)cc(c1N)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXCID70271189
COC(c1cc(cc(c1)C(OC)(C(F)(F)F)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXCID40271191
FC(F)(F)C1(O[Te]2(OC(c3ccccc32)(C(F)(F)F)C(F)(F)F)c2ccccc21)C(F)(F)F	DTXCID00271192
OC(c1ccc(cc1)C(C)(C)C)(C(F)(F)F)C(F)(F)F	DTXCID60271193
Clc1ccc(cc1)C(=O)OC(c1ccccc1)(C(F)(F)F)C(F)(F)F	DTXCID20271194
FC(F)(F)OS(=O)(=O)C(F)(F)F	DTXCID80271195
FC(F)(F)C1(OI(Cl)c2ccccc21)C(F)(F)F	DTXCID40271196
FC(F)(F)C1=[N+]([O-])C(C)Cc2cc(ccc12)OC	DTXCID50271228
FC(F)(F)c1cccc(c1)c1cnn2c(cnnc12)c1ccc(OC)cc1	DTXCID50271243
FC(F)(F)C(=O)Nc1cccc2C(=O)c3ccccc3C(=O)c21	DTXCID40271434
FC(F)(F)C(=O)Nc1ccc2C(=O)c3ccccc3C(=O)c2c1	DTXCID00271435
FC(F)(F)c1ccc2nc(Cl)[NH]c2c1	DTXCID90271449
OC(c1cc(C)cc(c1I)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXCID00271672
FC(F)(F)C1(OI2OC(c3cc(C)cc1c32)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID60271673
FC(F)(F)C1(O[Si]2(OC(c3ccccc32)(C(F)(F)F)C(F)(F)F)c2ccccc21)C(F)(F)F	DTXCID20271674
COC(c1cccc(c1)C(OC)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXCID80271675
FC(F)(F)C1(OS2(OC1(C(F)(F)F)C(F)(F)F)OC(C(O2)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID00271677
FC(F)(F)C1(O[Te]2(OC1(C(F)(F)F)C(F)(F)F)OC(C(O2)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID30271680
FC(F)(F)C1(OS2(OC(c3ccccc32)(C(F)(F)F)C(F)(F)F)c2ccccc21)C(F)(F)F	DTXCID90271681
FC(F)(F)C(O/C(=N/c1ccccc1)C(C)(C)C)(c1ccccc1)C(F)(F)F	DTXCID50271682
FC(F)(F)C1(OI2(Br)(OC(c3ccccc32)(C(F)(F)F)C(F)(F)F)c2ccccc21)C(F)(F)F	DTXCID10271683
CN1CC(F)OC(F)(F)C1	DTXCID40271691
FC(F)(F)C(O)(c1cc(cc2c1S(=O)(=O)OC2(C(F)(F)F)C(F)(F)F)C(C)(C)C)C(F)(F)F	DTXCID60271754
FC(F)(F)C(=O)Cc1nc2ccccc2[NH]1	DTXCID50271844
[O-][N+](=O)c1cc(cc([N+]([O-])=O)c1NC(C)CC)C(F)(F)F	DTXCID80271872
[O-][N+](=O)c1cc(cc([N+]([O-])=O)c1Nc1ccccc1)C(F)(F)F	DTXCID60271890
FC(F)(F)c1cc2nc(C)n(CC)c2c(c1)[N+]([O-])=O	DTXCID20271891
FC(F)(F)c1c[NH]cc1C(F)(F)F	DTXCID00271995
O=C(NC(NC(=O)OC)C(F)(F)C(NC(=O)OC)NC(=O)OC)OC	DTXCID20272085
OC(C)(CC(OC)OC)C(F)(F)F	DTXCID40272087
FC(F)(F)SN1CN(SC(F)(F)F)CN(CN(C1)SC(F)(F)F)SC(F)(F)F	DTXCID90272097
FC(F)(F)SN1CN(COC1)SC(F)(F)F	DTXCID50272098
FC(F)(F)SN1CN(CN(CN(CN(SC(F)(F)F)C1)SC(F)(F)F)SC(F)(F)F)SC(F)(F)F	DTXCID10272099
FC(F)(F)COp1(C)np(OCC(F)(F)F)(np(n1)(OCC(F)(F)F)OCC(F)(F)F)OCC(F)(F)F	DTXCID60272100
FC(F)(F)COp1(np(C)(np(OCC(F)(F)F)(n1)OCC(F)(F)F)CC=C)OCC(F)(F)F	DTXCID20272101
FC(F)(F)Sc1c(SC(F)(F)F)c(SC(F)(F)F)c(SC(F)(F)F)n1n1c(SC(F)(F)F)c(SC(F)(F)F)c(SC(F)(F)F)c1SC(F)(F)F	DTXCID20272126
FC(F)(F)S(=O)(=O)OC12CCC(C1)C(C)(C)C2=C	DTXCID70272151
OC(c1cc(ccc1N)C(C)(C)C)(C(F)(F)F)C(F)(F)F	DTXCID30272218
CC(C)(C)c1ccc2SC(C)(C)OC(c2c1)(C(F)(F)F)C(F)(F)F	DTXCID90272219
FC(F)(F)C(O)(c1cc(cc2c1SC(C)(C)OC2(C(F)(F)F)C(F)(F)F)C(C)(C)C)C(F)(F)F	DTXCID00272220
FC(F)(F)c1cccc(c1)CON1C(=O)c2ccccc2C1=O	DTXCID40272385
Fc1ccc(cc1)S(=O)(=O)Nc1cc(ccc1)C(F)(F)F	DTXCID30272430
Fc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)C(F)(F)F	DTXCID90272431
Fc1ccc(cc1)S(=O)(=O)Nc1ccccc1C(F)(F)F	DTXCID50272432
FC(F)(F)c1ccc(/N=N/N(C)CO)cc1	DTXCID10272438
FC(F)(F)C1(O)NN2C=CC=CC2=NO1	DTXCID30272571
O=C(O)c1c(nc2ccccn12)C(F)(F)F	DTXCID60272726
FC(F)(F)c1cc(ccc1)NC(=O)Oc1cccc2ccc(C)nc12	DTXCID90272759
O=C(Oc1cccc(c1)N(CC)CC)Nc1cc(ccc1)C(F)(F)F	DTXCID40272769
FC(F)(F)c1ccc(cc1)c1n[NH]nn1	DTXCID20272787
FC1(F)N(C(=O)NC(=O)N1C(F)(F)F)C(F)(F)F	DTXCID80272824
FC(F)(F)c1cc(cc(c1)C(F)(F)F)B1OCC(NC(=O)C(Cl)Cl)C(O1)c1ccc(cc1)[N+]([O-])=O	DTXCID90272875
FC(F)(F)C(F)C1(OCC2(COC(OC2)(C(F)C(F)(F)F)N(CC)CC)CO1)N(CC)CC	DTXCID20272924
FC(F)(F)c1cccc(CCCl)c1	DTXCID20273178
O=[N+]([O-])c1cc(cc(c1)[N+]([O-])=O)C(=O)OCc1cccc(c1)C(F)(F)F	DTXCID30273189
FC(F)(F)C=1NC(=O)NC(=O)C=1[N+]([O-])=O	DTXCID50273404
FC(F)(F)c1cccc2nc(c(nc12)c1ccccc1)c1ccccc1	DTXCID20274185
FC(F)(F)c1cccc2[NH]cnc12	DTXCID80274202
O=CNc1ccc(cc1)C(F)(F)F	DTXCID00274204
FC(F)(F)c1ccc(Sc2ccccc2N)c(c1)[N+]([O-])=O	DTXCID00274229
FC(F)(F)c1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	DTXCID90274233
Cc1cc(C)cc(C)c1S(=O)(=O)c1ccc(cc1)C(F)(F)F	DTXCID60274306
FC(F)(F)c1ccc(cc1)Sc1c(C)cc(C)cc1C	DTXCID20274307
Clc1cc(Cl)ccc1OCC(=O)Nc1cc(ccc1)C(F)(F)F	DTXCID30274636
Cc1ccc(cc1)C(O)C(F)(F)F	DTXCID30275224
FC(F)(F)C(=O)Nc1ccc2c3ccccc3C(O)c2c1	DTXCID80275234
FC(F)(F)C(=O)Nc1ccc2c(c1)Cc1c2ccc(c1F)[N+]([O-])=O	DTXCID40275235
FC(F)(F)C(=O)Nc1ccc2c(c1)Cc1c2cccc1F	DTXCID00275236
FC(F)(F)C(=O)Nc1ccc2c3cc(F)ccc3Cc2c1	DTXCID20275238
FC(F)(F)C(=O)Nc1ccc2c3cc(F)c(cc3Cc2c1)[N+]([O-])=O	DTXCID80275239
FC(F)(F)C(=O)Nc1cc2Cc3cccc(F)c3c2cc1	DTXCID50275246
Nc1nc(nc(N)c1N)C(F)(F)F	DTXCID20275672
FC(F)(F)C(=O)Nc1cc2c3ccccc3Cc2cc1NS(=O)(=O)c1ccc(C)cc1	DTXCID10275722
Oc1cc(ccc1C(=O)OC)C(F)(F)F	DTXCID10276259
FC(F)(F)c1ccc2nc[NH]c2c1	DTXCID50276314
FC(F)(F)C(=O)Nc1cc2Cc3cccc(F)c3c2cc1[N+]([O-])=O	DTXCID20276447
FC(F)(F)c1nc(N)c2ncn(Cc3ccccc3)c2n1	DTXCID60276502
O=C(NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID90276530
O=C(OCC(COC(=O)C(F)(F)C(F)(F)C(F)(F)F)(COC(=O)C(F)(F)C(F)(F)C(F)(F)F)COC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID00276667
FC(F)(F)C(=O)N(C)C	DTXCID00276687
FC(F)(F)C(F)(F)C(F)(F)c1nc2ccccc2[NH]1	DTXCID00276728
FC(F)(F)c1nc2ncncc2[NH]1	DTXCID60276769
