Structure(SMILES)	DSSTox_Structure_Id
FC1(F)N=C(F)C(F)(F)OC1(F)F	DTXCID50407424
FC1(F)C(F)(F)C(F)(F)C(F)(F)C1(Cl)F	DTXCID60407531
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCN1C(=O)C=CC1=O	DTXCID50407949
FC(F)(C(F)(F)CCCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID00407954
FC(F)(C(F)(F)F)P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID20408266
FC(F)(c1ccc(F)cc1)C(F)(F)c1ccc(F)cc1	DTXCID70408539
FC(F)(CCCNC(=O)CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30408651
FC(F)(c1ccccc1)C(Cl)(Cl)F	DTXCID70408812
O=S(=O)(Oc1ccc(cc1)C(=O)OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30409007
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(no1)c1ccccc1	DTXCID70409026
ClC(F)(F)C(Cl)(F)OC	DTXCID40409114
FC(F)(CCS(C)=O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID20409319
FC(F)(C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I)S(F)(=O)=O	DTXCID60409414
FC(F)(CC(I)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CO	DTXCID80409416
FC1(F)C(F)(F)C(=O)C(F)(F)C1(F)F	DTXCID90409568
O=S1(=O)NS(=O)(=O)C(F)(F)C(F)(F)C1(F)F	DTXCID20409677
FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccccc1)(C(F)(F)F)C(F)(F)F	DTXCID10409747
FC(F)(C(F)(F)CC(=O)O)C(F)(F)C(Cl)(F)F	DTXCID10410030
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)CC	DTXCID70410314
FC1(F)C(F)(F)C(Cl)=C(Cl)C1(Cl)F	DTXCID50410337
FC1(F)C(F)(F)C(F)(F)C(F)(OC1(F)F)C(F)=O	DTXCID90410396
FC(F)(COS(Cl)=O)C(F)(F)C(F)(F)C(F)F	DTXCID80410426
FC(F)(F)C(F)(F)S(N)(=O)=O	DTXCID10411002
FC(F)(C(F)(F)OC(F)(C(F)=O)C(F)(F)F)C(F)(F)C(F)=O	DTXCID30411180
O=C1CCC(=O)N1OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID20411215
FC(F)(C(F)(F)OC(F)(F)C(Cl)(F)F)S(N)(=O)=O	DTXCID50411869
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCN1C(=O)C=CC1=O	DTXCID80412304
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30412319
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc(ccc1)P(c1cccc(c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cc(ccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.Cl[Pd]Cl.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc(ccc1)P(c1cccc(c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cc(ccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID40412320
FC(F)(c1ccccc1)C(F)(F)F	DTXCID40412401
FC1(F)C(F)(F)CC(F)(F)C1(F)F	DTXCID10412438
FC(F)(C(=O)OOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID80412642
FC1(F)C=CC(F)(F)C1(F)F	DTXCID50412699
FC(F)(C\C(=C(/F)F)C(F)(F)F)C(F)(F)F	DTXCID70412833
FC(F)(F)C(F)(F)CCCSCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3O)[C@@H]21	DTXCID10412978
[K+].FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID70412979
FC(F)(OC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID00413292
FC(F)(C(F)(F)S(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501005090
FC1(OC(F)(F)OC1(F)F)C(F)=O	DTXCID30413462
CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID70413683
FC(F)(OC)C(F)(F)OC	DTXCID60413738
FC(F)(F)C(F)(I)C(F)=O	DTXCID001005257
FC(F)(c1ccc(O)cc1)C(F)(F)c1ccc(O)cc1	DTXCID00414668
FC(F)(C(F)(F)OC(=O)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID70415026
FC(F)(F)C(F)(C(F)(F)CO)C(F)(F)C(F)C(F)(F)F	DTXCID501005519
FC(F)(CCC/N=[N+]=[N-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID00415079
FC(F)(CCCNC(=O)CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID10415085
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSc1ccc(O)cc1	DTXCID60415434
FC(F)(OC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID20415697
Cc1sc2ccccc2c1C1=C(c2c3ccccc3sc2C)C(F)(F)C(F)(F)C1(F)F	DTXCID60415777
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCN1c2ccccc2C(=O)OC1=O	DTXCID30415784
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(cc1)P(c1ccccc1)c1ccccc1	DTXCID70416134
FC(Br)(C(=O)N(C)OC)C(F)(F)F	DTXCID101005850
O=C(c1ccccc1)C(F)(C(F)(F)F)C(F)(F)F	DTXCID10416350
FC(F)(Cl)C(Cl)(F)C(Cl)F	DTXCID40416621
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXCID00416804
FC(F)(CCC/N=[N+]=[N-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID90416813
FC(F)(F)C1(OC1(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID70417126
FC(F)(C(\F)=C(/F)F)C(F)(F)OC(\F)=C(/F)F	DTXCID60417453
FC(F)(C(F)(F)CCC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID60417554
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C=C	DTXCID30417566
FC(F)(CC[Sn](=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID60418288
FC(F)(P(c1ccccc1)c1ccccc1)C(F)(F)F	DTXCID70418476
FC(F)(C(F)(F)C(F)(F)F)C(C)(C(F)(F)F)C(F)(F)F	DTXCID50418732
FC(F)(C(F)(F)S(F)(=O)=O)C(F)(F)C(F)=O	DTXCID40418822
FC(F)(CC[C@H]1OC(=O)N[C@H]1Cc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID20419079
FC1(OC1(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID801006530
COc1ccc(cc1)C(Cl)(c1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)c1ccc(OC)cc1	DTXCID40419319
FC(F)(C1CCCCC1)C(F)(F)F	DTXCID00419693
FC(F)(C(F)(F)OCC)C(F)(F)F	DTXCID40419814
FC(F)(C(F)(F)OC(\F)=C(/F)F)S(Cl)(=O)=O	DTXCID20419993
FC(F)(C(F)(F)S(N)(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID10420139
FC(F)(C(F)(F)S(N)(=O)=O)C(F)(F)C(F)(F)S(N)(=O)=O	DTXCID20420584
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(/F)=C\F	DTXCID401478418
CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID50420936
FC1(F)COC(O)C1(F)F	DTXCID80420949
FC1(OC(OC1(F)F)(C(=O)O)C(F)(F)F)C(F)(F)F	DTXCID301007064
FC(F)(C(F)(F)CCO)C(F)(F)C(F)(F)C(F)(F)F	DTXCID70421960
FC(F)(CC[Si](C)(C)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID40422060
FC(F)(CCOC(=O)CBr)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID60422067
FC1(F)C(F)(F)C(F)(OC1(F)F)C(F)=O	DTXCID20422225
FC(F)(c1cccn1C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID70422376
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C=O	DTXCID50422758
FC(F)(CCC(=O)OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID80422786
FC(F)(C(F)(F)C1CO1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001007415
FC(F)(CCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID60422800
FC(F)(C(=O)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID00423295
FC(F)(C(F)(F)CC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID40423370
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(cc1)P(c1ccccc1)c1ccc(cc1)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID10423786
[Li+].F[C-](F)C(F)(F)F	DTXCID40424180
FC1(F)C(=O)OCC1(F)F	DTXCID80424503
FC1(F)C(=C2/C(F)(F)C(F)(F)C(F)(F)C2(F)F)\C(F)(F)C1(F)F	DTXCID30424715
FC(F)(C(F)(F)C(F)F)C(F)(F)C(F)F	DTXCID70425382
FC(F)(CC)C(F)(F)C(F)(F)F	DTXCID90425384
FC(F)(OS(F)(=O)=O)C(Br)(F)F	DTXCID30425626
FC(F)(OCC=C)C(F)(OC(F)(F)F)C(F)(F)F	DTXCID601008154
FC(F)(C(F)(F)OC(F)C(F)(F)C(O)CCC(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID00425714
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(cc1)P(c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30425722
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(cc1)P(c1ccccc1)c1ccc(cc1)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30425969
FC1(F)c2cccnc2c2ncccc2C1(F)F	DTXCID40425990
FC(F)(OC(F)(F)C(F)(F)OC)C(F)(F)OC(F)(F)C(F)(F)OC	DTXCID60426328
FC(F)(OCC)C(F)(F)OCC	DTXCID20426329
FC(F)(C(F)C(F)F)C(F)(F)C(F)(F)F	DTXCID401008396
FC(F)(F)C(F)(F)c1nc2cc(C)c(C)cc2[NH]1	DTXCID40426629
FC(F)(C(F)(F)CCCI)C(F)(F)C(F)(F)F	DTXCID40426689
O=S(=O)(C)OCCCC(F)(F)C(F)(F)F	DTXCID90426694
FC(F)(CCCC(=O)O)C(F)(F)F	DTXCID50426695
FC(F)(CCCCI)C(F)(F)F	DTXCID10426696
FC1(F)CC(C(F)(F)C(F)(F)F)C1(F)F	DTXCID801008467
O=C1CCC(CC(F)(F)C(Cl)(F)F)O1	DTXCID20426889
O=C1CCC(CC(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F)O1	DTXCID30426890
FC(F)(COCC1CO1)C(F)(F)F	DTXCID00427071
FC(c1ccc(I)cc1)(C(F)(F)F)C(F)(F)F	DTXCID20427174
FC(c1ccc(cc1)C(=O)O)(C(F)(F)F)C(F)(F)F	DTXCID80427175
FC(F)(F)C(Cl)(F)C(=O)O	DTXCID601008623
FC1(F)c2ccccc2c2ccccc2C1(F)F	DTXCID40427772
O=C(C1CCC(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID50427980
FC(F)(C(F)(F)SCCO)C(F)(F)C(F)(F)F	DTXCID20428121
FC(F)(C1=NC(=S)NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID70428217
FC(F)(C1(F)OC1(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301008812
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCNC	DTXCID20428282
FC(F)(COCC(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)F	DTXCID70428373
FC(F)(C(F)(F)OC(F)(F)C(F)F)S(=O)(=O)\N=[N+]=[N-]	DTXCID00428407
FC(F)(c1nc(C)[NH]n1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID50428654
FC(F)(F)C(F)(I)C#N	DTXCID501008925
FC(F)(c1nc(nc(n1)C(F)(F)C(F)(F)I)C(F)(F)C(F)(F)I)C(F)(F)I	DTXCID50428750
FC(F)C(F)(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F	DTXCID90428779
FC(F)(C(F)(F)C(=O)NC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID50429146
FC12OC1(F)C(F)(F)OC2(F)F	DTXCID50429186
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOc1ccc(cc1)C=O	DTXCID30429528
O=S(Nc1ccccc1)C(F)(F)C(F)(F)F	DTXCID90429589
O=S(=O)(Oc1cccnc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID80429699
FC(F)(C(F)(F)C/N=[N+]=[N-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID90429887
O=P(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC	DTXCID20430042
CN1C(=O)C(=CN(C)C1=O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30434536
FC(F)(c1ccc(O)cc1)C(F)(F)C(F)(F)F	DTXCID00436047
O=[N+]([O-])c1cc(ccc1O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID60436048
Nc1cc(ccc1O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID20436049
FC(F)(F)C(F)(F)C(F)(F)c1cc2nc(oc2cc1)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30436050
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)COc1nc(nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID00436840
FC(F)(Oc1ccc(N)cc1)C(F)(F)C(F)(F)C(F)(F)F	DTXCID70440919
FC(F)(Oc1ccc(N)cc1)C(F)(F)F	DTXCID80440920
O=C(Nc1ccc(OC(F)(F)C(F)(F)F)cc1)c1cccnc1	DTXCID00440922
O=C(Nc1ccc(OC(F)(F)C(F)(F)F)cc1)c1ccncc1	DTXCID80440925
FC(F)(OC(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F	DTXCID40451259
FC(F)(OC(F)(F)F)C(F)(F)C(F)(F)C(=O)O	DTXCID50451260
FC(Cl)(C(F)(F)C(Cl)(Cl)F)C(F)(F)C(Cl)(F)C(F)(F)C(Cl)(Cl)Cl	DTXCID00451477
FC(F)(C(=O)CC(=O)C)C(F)(F)C(F)(F)C(F)F	DTXCID00451513
FC(F)(C(=C(/F)F)\c1ccccc1)C(F)(F)F	DTXCID80451516
F\C(=C(\F)F)C(F)(F)C(Cl)(F)F	DTXCID70451540
FC(F)(C1(F)OC1(F)F)C(Cl)(F)F	DTXCID30451541
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COc1ccc(cc1)C=C	DTXCID90451562
FC(F)(C(F)(F)C(F)F)C(F)(F)CBr	DTXCID80451859
FC1(OC1(F)C(F)(F)F)C(F)(F)F	DTXCID00451997
FC1(OC1(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID60451998
FC1(OC1(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID20451999
FC(F)([I+]c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID80452003
FC1=C(F)c2c(F)c(F)c(F)c(F)c2C(F)(F)C1(F)F	DTXCID40452004
FC(F)(F)C1(F)c2c(c(F)c(F)c(F)c2F)C(F)(F)C1(F)F	DTXCID30969893
FC1=C(Cl)C(F)(F)C1(F)F	DTXCID50452131
FC(F)(C(=O)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F	DTXCID80452144
FC1(C2=C(C3(F)C(F)(F)C(F)(F)C3(F)F)C(F)(F)C2(F)F)C(F)(F)C(F)(F)C1(F)F	DTXCID70452158
FC1(C2=C(F)C(F)(F)C2(F)F)C(F)(F)C(F)(F)C1(F)F	DTXCID30452159
FC(F)(C(=O)CC(F)(F)F)C(F)(F)F	DTXCID10452314
FC(F)(C(=O)C(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID70452315
FC(F)(C(F)(F)OC(\F)=C(/F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(\F)=C(/F)F	DTXCID40452685
FC1(F)C(=C2/C(F)(F)C(F)(F)C2(F)F)/C(F)(F)C1(F)F	DTXCID20452820
FC(F)(C(F)(F)C(=O)OO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30452896
O=C(CC(=O)C(F)(F)C(F)(F)F)c1ccc(F)cc1	DTXCID20452941
FC(F)(C(F)F)C1(F)OC1(F)F	DTXCID30453005
FC1(F)C(F)(F)C(=O)OC1(F)F	DTXCID80453419
FC(F)(C(F)(F)C(F)=O)C(F)(F)I	DTXCID90453420
FC(F)(C(F)(F)C(=O)OC)C(F)(F)I	DTXCID50453421
FC(F)(F)C(=O)C(=O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID50453643
FC(F)(F)C(=O)C(=O)C(F)(C(F)(F)F)C(F)(F)F	DTXCID10453644
FC(F)(c1nc(nc(n1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID30453666
FC1(F)C(F)(F)C(=O)C(F)(F)C(F)(F)C1(F)F	DTXCID20453751
FC(F)(CCBr)C(F)(F)F	DTXCID60453790
ClC(F)(Cl)C(F)(F)C(Cl)=O	DTXCID10453902
FC(Cl)(F)C(Cl)(F)C(=O)OC	DTXCID70453903
FC(F)(C(F)F)C(Cl)(F)C(Cl)(F)F	DTXCID10453942
OC(=O)C1C(F)(F)C1(F)F	DTXCID90454215
FC(F)(OS(F)(=O)=O)C(F)(F)C(F)(F)F	DTXCID20454384
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)CC#N	DTXCID90454417
FC(F)(c1nc(nc(n1)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1)C(F)(F)C(F)(F)F	DTXCID20454465
FC(F)(C(F)(OF)OF)C(F)(F)F	DTXCID00454468
FC(F)(CC=C)C(F)(F)C(F)(F)F	DTXCID20454526
FC(F)(OS(F)(=O)=O)C(F)(F)I	DTXCID80454648
FC(F)(OS(F)(=O)=O)C(F)(I)C(F)(F)F	DTXCID40454649
FC1(F)C(F)(F)C(F)(OC1(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID60454666
FC1(F)C(F)(F)C(F)(OC1(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID20454667
FC(F)(Sc1ccccc1)C(F)(F)F	DTXCID10454757
FC(F)(C(F)(F)COCl)C(F)(F)C(F)F	DTXCID90454770
FC(F)(C(=O)CC(=O)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID50454918
FC(F)(C(F)(F)C(C)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID10454919
FC(F)(C(F)(F)OC(F)(C(=N)N)C(F)(F)F)C(F)(F)F	DTXCID30454971
O=C(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID00455056
Cc1ccc(cc1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)c1ccc(C)cc1	DTXCID60455057
FC1(F)C(F)(F)C(F)(C#N)C(F)(F)C(F)(F)C1(F)F	DTXCID30455069
O=C(CC(=O)C(F)(F)C(F)(F)F)c1ccccc1	DTXCID60455077
FC(F)(C(=O)NCCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID50455889
FC(F)(F)C(F)(C#N)C(F)(F)F	DTXCID50455920
FC(F)(C(/S)=C(/C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID80456329
O=C(OC1CCCCC1)C(F)(F)C(F)(F)F	DTXCID20456404
FC(F)(C(=O)NCCC)C(F)(F)F	DTXCID80456405
O=C(Nc1ccccc1)C(F)(F)C(F)(F)F	DTXCID40456406
FC(F)(C(F)(F)COCl)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXCID20456505
FC(F)(COS(F)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXCID00456604
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C#C	DTXCID50456634
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C	DTXCID10456635
FC(F)(N(CC)CC)C(F)(F)F	DTXCID70456651
FC(F)(C(=O)\C(=C(/F)F)C(F)(F)F)C(F)(F)F	DTXCID70456691
FC(F)(C(=O)\C(=C=O)C(F)(F)F)C(F)(F)F	DTXCID30456692
FC(F)(F)C(F)(O)C(F)(F)F	DTXCID80456844
ClC(Cl)(F)C(F)(F)CO	DTXCID60456928
FC1(F)C(Cl)=C(I)C(F)(F)C1(F)F	DTXCID20456929
FC1(F)C(F)(F)C(I)=C(Cl)C(F)(F)C1(F)F	DTXCID30456930
FC(F)(OS(F)(=O)=O)C(Cl)(F)F	DTXCID50456992
FC1(F)N(C(F)(F)F)C(F)(F)C(F)(F)C1(F)F	DTXCID90457802
Brc1cc(cc(Br)c1)C(=O)C(F)(F)C(F)(F)C(F)(F)F	DTXCID40457852
O=C1c2c(F)c(F)c(F)c(F)c2C(F)(F)C1(F)F	DTXCID60457995
FC(F)(Sc1cc(ccc1)C(=O)O)C(F)(F)C(F)(F)F	DTXCID40458041
FC(F)(C(F)(F)C(=O)OC)C(F)(F)C(F)(F)C(F)(F)C(=O)OC	DTXCID60458043
FC(F)C(F)(F)C(F)(F)C(F)(F)CN(CC)c1ccccc1	DTXCID00458047
FC1(F)C(Br)C(F)(F)C(F)=C(C1(F)F)C(F)(F)F	DTXCID30458070
FC1(F)C(F)=C([N+]([O-])=O)C(F)(F)C(F)(F)C1(Br)F	DTXCID50458072
FC1(F)C(=C(F)C(F)(F)C(F)(F)C1(Br)F)[N+]([O-])=O	DTXCID10458073
FC1(F)C(F)=C(F)C(F)=NC1(F)F	DTXCID70458074
FC1(F)C(F)=C(Cl)C(F)=NC1(F)F	DTXCID30458075
FC1c2c(F)c(F)c(F)c(F)c2C(F)(F)C1(F)F	DTXCID40458182
Fc1c2c(c(F)c(F)c1F)C(F)(F)C(F)(F)C2(Cl)F	DTXCID00458183
FC(F)(C(=C(/C(F)(F)F)C(F)(F)F)\C(F)(F)F)C(F)(F)F	DTXCID90458374
[Mg+2].[Br-].FC(F)([C-](F)F)C(F)(F)C(F)(F)F	DTXCID00458441
FC(F)(C(F)(F)C(F)F)C(F)(F)CF	DTXCID50458471
FC(F)(C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)CF	DTXCID10458472
FC(F)(COS(Cl)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXCID70458473
FC(F)(C(N=O)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID40458541
OC(F)(F)C(F)(F)S(F)(=O)=O	DTXCID60459111
O=P(OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID50459145
FC(F)([N+]([O-])=O)C(F)(F)N=O	DTXCID00459155
[Mg+2].[Br-].FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C-](F)F	DTXCID60459212
FC(F)([Hg]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID20459213
FC(F)(F)C(F)(C(C)=O)C(F)(F)F	DTXCID50459281
FC(F)(F)C(F)(C(=O)C(C)C)C(F)(F)F	DTXCID10459282
FC1(F)C(F)(F)C(F)(F)C1(F)N=O	DTXCID30459320
FC(F)(F)C(F)(C(=O)OCC)C(F)(F)F	DTXCID20459354
FC1(F)c2ccccc2CC1(F)F	DTXCID60459631
FC1(F)c2ccccc2C(F)(F)C1(F)F	DTXCID20459632
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(c1nc2ccccc2[NH]1)C(F)(F)F	DTXCID40459699
FC(F)(F)C(F)(F)c1nc2ccccc2[NH]1	DTXCID90459700
