Structure(SMILES)	DSSTox_Structure_Id
CCC(F)(F)C(F)(F)I	DTXCID501507422
FC(C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)F	DTXCID201507423
Cc1sc(C)cc1C1=C(F)C(F)(F)C(F)(F)C1(F)F	DTXCID901507424
[Na+].FC(F)(COP([O-])(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)F	DTXCID601507425
FC(F)(F)C(F)(F)CSC(=O)C	DTXCID401507431
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F)C(F)(F)CO	DTXCID101507432
Brc1ccccc1[C@@H](OCOC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801507433
COc1ccc(cc1C(C)=O)C(F)(F)C(F)(F)F	DTXCID901507436
FC1(CO)CCCC1(F)F	DTXCID301507438
Cc1nc(ncc1C(=O)OCC)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001507439
[O-][N+](=O)c1ccc2OC(F)(F)C(F)(F)Oc2c1	DTXCID301507440
FC(F)(n1ccnc1)C(Br)(F)F	DTXCID001507441
FC(I)(OC(F)(F)F)C(F)(F)F	DTXCID601325966
FC1(F)C(F)(F)C(C)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)C1(F)F	DTXCID101507468
FC(F)(c1nc(C(C)C)c(cn1)C(=O)O)C(F)(F)C(F)(F)F	DTXCID301507464
OC(C)(c1ccccc1)C(F)(F)C(F)(F)F	DTXCID201507473
FC1(F)OS(=O)(=O)C1(F)C(F)(F)C(F)(F)F	DTXCID701507480
FC(F)(F)[C@@](Cl)(F)[C@@H](Cl)F	DTXCID401507481
FC(Cl)(F)C1(F)C=CC(F)(F)O1	DTXCID101507482
FC(F)(C(F)(F)OC(F)(F)C(F)(F)C(F)=O)S(F)(=O)=O	DTXCID801507483
O=S(=O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101333116
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS[C@@H]1C[C@@H]2C[C@H]1[C@H]1[C@@H]2C(=O)OC1=O	DTXCID201507485
FC(F)(CCSC(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901507486
FC(F)(C(F)(F)S(F)(=O)=O)C(F)(F)C(F)(F)OC(F)(C(F)=O)C(F)(F)F	DTXCID601507487
FC(F)(F)C(F)(F)SCCI	DTXCID001507489
FC(F)(F)C(F)(F)SCCN	DTXCID301507490
FC(F)(SCCCN)C(F)(F)F	DTXCID001507491
O.FC(F)(C(F)(F)C(F)F)C(F)(F)C=O	DTXCID701507492
FC(F)(F)C(F)(F)c1nc2ccncc2[NH]1	DTXCID401507493
FC(F)(C(/F)=C(/I)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101507494
FC1(F)OS(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F	DTXCID801507495
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCN	DTXCID901507498
FC(F)(CCSC(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401507500
O=S(=O)(N(C)CC1CO1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101507501
[Cu+2].FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc2c(c1)c1nc3[n-]c(nc4nc(nc5[n-]c(nc2n1)c1cc(ccc15)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(cc14)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cc(ccc13)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID501507503
FC1(F)OS(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F	DTXCID201507504
Ic1cc(cnc1Cl)C(F)(F)C(F)(F)F	DTXCID901507505
CC(C)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301507507
O=S(=O)(OCCCF)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001507508
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)C1(F)OC1F	DTXCID701507509
Fc1c(c(F)c(F)c(F)c1F)C(F)(F)C(Br)(F)C(Br)(F)F	DTXCID001507510
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1(F)OC1F	DTXCID701507511
O=C(CCC(F)(F)C(F)(F)F)N(C)OC	DTXCID401507512
FC(F)(C1=CC(=O)C=CO1)C(F)(F)F	DTXCID101507513
FC(F)(c1ccc(cc1F)C(=O)O)C(F)(F)F	DTXCID501507515
N#CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CCI)C1	DTXCID201507516
FC(F)(COCCC#N)C(F)(F)F	DTXCID901507517
FC1(F)C(C)NCC1(F)F	DTXCID601507518
FC(F)(F)C(F)(CCO)OC(F)(F)F	DTXCID301507519
FC(F)(c1ccccc1CCC(=O)O)C(F)(F)F	DTXCID601507520
FC(F)(F)C(F)(F)c1cccc2C(=O)CCc21	DTXCID301507521
FC(F)(C(F)(F)OC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID001507522
CC(C)(C)OC(=O)N1CC(F)(F)C(F)(F)C1	DTXCID701507523
FC(F)C(F)(F)C(F)(F)COc1cccc(N)c1	DTXCID101507525
S=C(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXCID501507527
ClC(F)(c1ccccc1)C(F)(F)OC	DTXCID201507528
FC(F)(F)C1(F)CCNC1	DTXCID901507529
FC(F)(F)C1(F)CCNCC1	DTXCID201507530
FC(F)(c1ccc(NC(C)=O)cn1)C(F)(F)F	DTXCID601507532
FC(F)(c1cccc(n1)C(C)=O)C(F)(F)F	DTXCID401507536
Clc1nccc(c1C(=O)OC)C(F)(F)C(F)(F)F	DTXCID101507537
FC(F)(CC(I)CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801507538
CC(F)(C)C(F)(F)C(=O)O	DTXCID201507542
FC(F)(c1ccncc1Cl)C(F)(F)F	DTXCID901507543
N#Cc1ncc(cn1)C(F)(F)C(F)(F)F	DTXCID601507544
FC(C)(c1ccc(O)cc1)C(F)(F)F	DTXCID001507546
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1ccc(O)cc1	DTXCID401507548
FC(F)(C(=O)[O-])C(F)(F)F.c1c[NH2+]cn1	DTXCID101507549
FC(F)(F)C(F)(F)CCC(=O)OC(=O)c1ccccc1	DTXCID401507550
FC1(F)C(F)=C(OC)C(OC)=C(F)C1(F)F	DTXCID101507551
FC(F)(C(F)(F)F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.C[N+](C)(C)C	DTXCID201507554
FC(Br)(F)C(Cl)(F)C(Br)(F)F	DTXCID901507555
CN(C)N=C(SSC(=NN(C)C)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601507556
FC(F)(S(=O)O[Si](C)(C)C)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301507557
FC(F)(S(=O)N(C)SC(Cl)(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001507558
COC(F)(c1ccccc1)C(Cl)(F)F	DTXCID101507563
COC(F)(c1ccccc1)C(Br)(F)F	DTXCID801507564
COC(F)(c1ccccc1)C(F)(F)I	DTXCID501507565
O=C(Oc1cc(ccc1OC(=O)C(F)(F)C(F)(F)F)[C@H](CN(C)C(=O)C(F)(F)C(F)(F)F)OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID901507567
[K+].FC(F)(C(F)(F)OC(F)(C([O-])=O)C(F)(F)F)S(F)(=O)=O	DTXCID301507569
FC(F)(C(C)(O)CC(=O)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID601507570
FC(F)(F)C(F)(F)SCCCl	DTXCID301507571
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CC(O)CCl	DTXCID801507576
FC(F)(F)C(F)(F)C(C)(C)N	DTXCID501507577
FC(F)(Oc1ccc(C)cc1)C(Br)(F)F	DTXCID901507579
FC(F)(F)C(F)(F)C1(CCCCN1)c1ccccc1	DTXCID601507582
OC1(C#CC(F)(F)C(F)(F)F)CCCCC1	DTXCID701507585
FC(F)(OCCNCC)C(F)(F)F	DTXCID101507587
FC(F)(CCOC(=O)CCN(CCCC)CCCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801507588
FC(F)(OC1CCNC1)C(F)(F)F	DTXCID901507612
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)OC(F)(C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)C=C)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID601507613
FC1(F)CC(O)C1(Cl)F	DTXCID301507614
FC(F)(SCC1CCCN1)C(F)(F)F	DTXCID001507615
FC1(F)Oc2ccccc2OC1(Br)F	DTXCID801507621
FC1(F)C(C(C)=O)=C(OCC)C1(F)F	DTXCID901507624
FC1(F)C(F)(F)CC21CCNC2	DTXCID601507625
FC(F)(F)C(F)(/C=C(\I)CO)C(F)(F)C(F)(F)F	DTXCID701507628
CN1C(N)=C(NC(=O)C(F)(F)C(F)(F)F)C(=O)N(C)C1=O	DTXCID701507630
FC(F)(/C=C/C(=O)OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID101507632
FC(F)(F)C(F)(F)C(=O)/C=C(/NC(C)C)c1ccccc1	DTXCID101507656
ClC(Br)C(F)(F)C(F)(F)F	DTXCID201507661
FC1(F)C(O)=C(Cl)C(=O)C1(F)F	DTXCID901507662
O=C=N\c1ccc2OC(F)(F)C(Cl)(F)Oc2c1	DTXCID601507663
CCP(=O)(OCC)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301507664
CCP(=O)(OC(C)C)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001507665
FC(F)(C(F)(F)C(F)(F)F)P(=O)(OCCCC)CC	DTXCID701507666
FC(F)(C(F)(F)C(F)(F)F)P(=O)(CC)OCC(C)C	DTXCID101507668
FC(F)(OC([2H])(F)F)C(Cl)([2H])F	DTXCID601507687
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSC(C)(CCC(=O)O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001507734
O=S(=O)(O)C(CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701507735
O=S(=O)(O)CCNC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID401507736
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)O	DTXCID101507737
FC1(F)C(F)(F)C(F)(C(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501507739
FC(F)(C(O)CN(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301507745
FC(F)(C(F)(F)C(F)(F)F)p1(np(np(n1)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID001507746
FC(F)(C(F)(F)OC(F)(F)C(\F)=C(/F)F)S(F)(=O)=O	DTXCID501507884
FC(F)(CI)C(F)(F)OC(\F)=C(/F)F	DTXCID901507886
FC(F)(OC(\F)=C(\F)F)C(F)(F)OC(F)(C(=O)OC)C(F)(F)F	DTXCID301507888
[Na+].FC(F)(C(F)(F)OC(\F)=C(/F)F)S([O-])(=O)=O	DTXCID001507889
FC(F)(COP(=O)(O)O)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(\F)=C(/F)F	DTXCID701507892
FC(=C)C(F)(F)OC(F)(C(=O)O)C(F)(F)F	DTXCID801507895
FC(=C)C(F)(F)OC(F)(CO)C(F)(F)F	DTXCID501507896
FC(F)(C(F)(F)OC(/F)=C(/F)F)C(Cl)(F)C(Cl)(F)F	DTXCID201507897
FC(=C)C(F)(F)OC(F)(C(=O)OC)C(F)(F)F	DTXCID601507906
FC(F)(OC(F)(F)C(F)(F)COC(=O)C=C)C(C(F)(F)OC(F)(F)C(F)(F)COC(=O)C=C)(C(F)(F)OC(F)(F)C(F)(F)COC(=O)C=C)C(F)(F)OC(F)(F)C(F)(F)COC(=O)C=C	DTXCID401507936
FC(F)(OC(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(F)=O	DTXCID101507937
FC(F)(C(F)(F)S(F)(=O)=O)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(\F)=C(/F)F	DTXCID801507938
FC(F)(C(F)(F)OC(F)(C(=O)OC(C)CC=C)C(F)(F)F)C(F)(F)F	DTXCID501507939
FC(F)(C(F)(F)OC(\F)=C(/F)F)C(F)(F)SC	DTXCID801507940
FC(F)(C(F)(F)OC(F)(C(F)=O)C(F)(F)F)C(F)(F)C(F)(F)C(F)=O	DTXCID501507941
FC(F)(OC(F)(C(=O)OC)C(F)(F)F)C(F)(F)OC(F)(C(=O)OC)C(F)(F)F	DTXCID301507957
FC(Cl)(F)C(F)(OC(F)F)C(F)(F)F	DTXCID001507958
[Na+].FC(F)(C(F)(F)OC(F)(C(F)(F)OC(F)(C([O-])=O)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID001507960
[K+].FC(F)(OC(F)(C(F)(F)F)C(F)(F)OC(F)(C([O-])=O)C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID501507965
FC(F)(C(=O)OOC(=O)C(F)(F)C(F)(F)OC(F)(F)F)C(F)(F)OC(F)(F)F	DTXCID401507986
FC(Br)(F)C(F)(F)OC(F)(C(F)=O)C(F)(F)F	DTXCID101507987
FC(F)(CI)C(F)(F)OC(F)(C(F)(F)OC(F)(C(=O)OC)C(F)(F)F)C(F)(F)F	DTXCID801507988
FC(F)(CI)C(F)(F)OC(F)(C(=O)OC)C(F)(F)F	DTXCID501507989
[Na+].FC(F)(CI)C(F)(F)OC(F)(C([O-])=O)C(F)(F)F	DTXCID801507990
C[Si](Cl)(Cl)CCCOCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID501507991
Cl[Si](Cl)(Cl)CCCOC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID001508001
FC(F)(OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)=O	DTXCID701508002
FC(F)(OC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F	DTXCID401508003
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(COCCC[Si](C)(Cl)Cl)C(F)(F)F	DTXCID101508004
FC(F)(C(F)(F)OC(F)(C(F)(F)OC(F)(COCC=C)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID901508034
FC(F)(OC(F)(F)C(I)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID601508035
FC(=C)C(F)(F)OC(F)(C(F)(F)OC(F)(C(=O)OC)C(F)(F)F)C(F)(F)F	DTXCID301508036
FC(=C)C(F)(F)OC(F)(C(F)(F)OC(F)(C(=O)O)C(F)(F)F)C(F)(F)F	DTXCID001508037
FC(=C)C(F)(F)OC(F)(C(F)(F)OC(F)(CO)C(F)(F)F)C(F)(F)F	DTXCID701508038
FC(F)(OC(Br)(F)C(F)(Br)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N	DTXCID401508041
FC(F)(CC[Si](Cl)(Cl)Cl)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID801508043
FC(F)(C(F)(F)OC(F)(C(F)(F)OC(F)(C(=O)OC)C(F)(F)F)C(F)(F)F)C(Cl)(Cl)Cl	DTXCID901508046
FC(F)(C(F)(F)OC(F)(C(=O)OC(C)CC(Cl)CCl)C(F)(F)F)C(F)(F)F	DTXCID601508047
FC(F)(C(F)(F)OC(F)(C(=O)OC(F)(C(F)(F)C(Cl)(F)C(Cl)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID001508049
OC(C)(CCO[Si](CCCOCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(CCCC)CCCC)C#C	DTXCID101508054
FC(F)(F)OC(F)(C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)O)C(F)(F)F)C(F)(F)F	DTXCID201508057
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)OC(F)(CCP(=O)(O)O)C(F)(F)F)C(F)(F)F	DTXCID601508059
O=P(O)(CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)OCC	DTXCID901508060
O=P(CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(OCC)OCC	DTXCID601508061
FC(F)(C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)OC(F)(C(F)=O)C(F)(F)F)S(F)(=O)=O	DTXCID401508065
FC(F)(C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)=O)S(F)(=O)=O	DTXCID801508067
FC(F)(OC(F)(F)C(F)(F)C(=O)OC)C(C(F)(F)OC(F)(F)C(F)(F)C(=O)OC)(C(F)(F)OC(F)(F)C(F)(F)C(=O)OC)C(F)(F)OC(F)(F)C(F)(F)C(=O)OC	DTXCID201508071
FC(F)(OC(F)(COP(O)(O)=O)C(F)(F)F)C(F)(F)C(F)(F)F	DTXCID801508079
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(CCP(=O)(O)OCC)C(F)(F)F	DTXCID701508088
O=P(CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(OCC)OCC	DTXCID401508089
O=P(O)(O)CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXCID401508091
O=P(O)(CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)OCC	DTXCID101508092
O=P(CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(OCC)OCC	DTXCID801508093
FC(C)(F)C(F)(F)OC(F)(C(=O)O)C(F)(F)F	DTXCID501508094
FC(C)(F)C(F)(F)OC(F)(C(F)(F)OC(F)(C(=O)O)C(F)(F)F)C(F)(F)F	DTXCID201508095
FC(C)(F)C(F)(F)OC(F)(C(F)(F)OC(F)(CO)C(F)(F)F)C(F)(F)F	DTXCID901508096
FC(C)(F)C(F)(F)OC(F)(CO)C(F)(F)F	DTXCID601508097
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)OC(F)(CCP(=O)(O)O)C(F)(F)F)C(F)(F)F	DTXCID301508098
FC(F)(OC(F)(F)C(F)(F)C(F)=O)C(F)(F)C(F)=O	DTXCID001508099
FC(F)(C(F)(F)OC(C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501508101
O=C(NC(C)(C)C#N)c1c(cccc1Cl)C(=O)Nc1ccc(cc1C)C(F)(C(F)(F)F)C(F)(F)F	DTXCID101508216
FC(F)(C(=O)O)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(=O)O	DTXCID201508895
FC(F)(C(F)(F)OC(F)(C(F)(F)C(F)F)C(F)(F)F)S(=O)(=O)O	DTXCID201508902
FC(F)(C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(=O)O)S(=O)(=O)O	DTXCID901508903
FC(F)(C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)C(=O)O)S(=O)(=O)O	DTXCID001508906
O=C(NC(C)(C)CS(C)(=O)=O)c1c(cccc1O)C(=O)Nc1ccc(cc1C)C(F)(C(F)(F)F)C(F)(F)F	DTXCID201508988
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N(CCOCCO)CCC	DTXCID201021889
FC(OCC(=O)C)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	DTXCID901510455
[NH4+].FC(F)(C(F)(F)S([NH-])(=O)=O)C(F)(F)C(F)(F)F	DTXCID601510668
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[N-]C	DTXCID301510669
O=S(=O)(O)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601510670
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH3+]CC	DTXCID301510671
FC(F)(C(F)(F)C([O-])=O)C(F)(C(F)(F)F)C(F)(F)F.[NH3+]CC	DTXCID001510672
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH3+]CC	DTXCID701510673
FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH3+]CC	DTXCID401510674
FC1(F)C(F)(F)C(F)(F)C(F)(OC1(F)F)C(F)(C(F)(F)F)C(F)(F)F	DTXCID101510675
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC(O)=O	DTXCID801510676
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(O)=O)CC(=O)O	DTXCID501510677
FC(F)(C(F)(F)S(F)(=O)=O)C(F)(F)C(F)(F)OC(\F)=C(/F)F	DTXCID201510678
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N(C)CCOC(=O)Nc1ccc(cc1)Cc1ccc(NC(=O)OCCOC(=O)C=C)cc1	DTXCID901510679
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901510681
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCC	DTXCID201510692
[O-]S(=O)(=O)CC(O)C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901510693
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCC	DTXCID601510694
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C\CCCCCCCCCCCCCC	DTXCID001510696
FC(F)(CCS([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201510709
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501510710
FC(F)(C(F)(F)CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID201510711
FC(F)(C(F)=CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID501517904
FC(F)(C(F)=CC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID301510726
FC(F)(C(F)(F)CC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701510728
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID701510730
FC(F)(C(F)=CC=O)C(F)(F)C(F)(F)F	DTXCID201510735
FC(F)(C=CC(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID901510736
FC(F)(/C=C/C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID601510737
FC(F)(/C=C\C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXCID801510745
