SMILES,logKow_EPISuite
[NH4+].[O-]P(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,
[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
ClC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(OC(F)(C(F)(S(=O)(O)=O)F)F)F)F)F)F)F)F)F)F,
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(S(=O)(O)=O)F,
[NH4+].[O-]C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,
,
,
,
,
,
OS(=O)(=O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
,
,
,
C[Si](C)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)CCl,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC=C,
CC(C)CCOC(=O)CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OCCC(C)C,
FC(F)(F)C(F)(F)C(F)(F)C=CI,
OC(=O)C1=CC=CC=C1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COCC=C,
FC(F)(F)C(F)(F)C(F)(F)C(C=CBr)(C(F)(F)F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,
COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OC(=O)CCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)[C@H]1CCCC[C@H]1I,
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
C[Si](C)(C)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
C[Si](C)(C)OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,
OCCC(F)(C(F)(F)F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC=C,
OCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(=O)OOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=[N+]=[N-],
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COS(=O)(=O)C(F)(F)F,
FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CO1,
CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,
OC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,
NC1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,
FC(F)(F)C(F)(F)C(F)(F)C(=O)C1=CC(Br)=CC(Br)=C1,
CC(C)C(=O)C(F)(C(F)(F)F)C(F)(F)F,
COC(=O)C1=CC(=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
COC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,
ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CNN=C1,
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)I)C(F)(F)F,
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
C[Si](C)(C)C(I)CC(F)(F)C(F)(F)C(F)(F)F,
OCC(I)CC(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI,
CC(C)[SiH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C,
FC(=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,
[H]C12CC([H])(C=C1)C1C2C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)F,
CC1(COCC(F)(F)C(F)(F)C(F)(F)F)COC1,
OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC)OCCC,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)I,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)=CBr,
CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
NC1=C(F)C=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(Cl)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)F)(OC)OC,
CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,
C1CC[NH2+]CC1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC(O)=O.CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC(Br)C(O)(CBr)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(C(=O)C(F)(F)C(F)(F)I)C(F)(F)F,
CC(C)=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)COC1=CC=C(C=C)C=C1,
OCCN(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)F,
[O-][N+](=O)C1=CC=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,
CCC(C=O)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCOC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOC(Cl)=O,
OC(=O)C(F)C(F)(C(F)(F)F)C(F)(F)F,
CC(C)=CC=C(F)C(F)(F)C(F)(F)C(F)(F)F,
[NH4+].[O-]C(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,
[K+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[Ag+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
,
,
,
,
[Cr+3].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
,
,
CCCCCCCCCCCCC(C(O)=O)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CCCCCCCCCCCC)C(O)=O,
,
,
,
,
[OH-].[Na+].C[N+](C)(CCO)CCCN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
[NH4+].[O-]C(=O)C(F)(F)OC1(F)OC(F)(F)OC1(F)OC(F)(F)F,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F |lp:0:3,2:3,3:3,5:3,6:3,7:2,9:3,10:3,12:3,13:3,15:3,16:3,17:2,19:3,20:3,22:3,23:3,25:3,26:3,27:3,Sg:n:10,9,13,12,16,15,8,11,14,17::ht|",
,
,
,
,
,
,
,
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
,
,
,
,
,
,
,
,
,
FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,
,
FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,
[Na+].CN(CC([O-])=O)S(=O)(=O)C1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,
[Na+].[Na+].[Na+].[Cl-].OC(C[N+](CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CC(O)CS([O-])(=O)=O)CC(O)=O)CS([O-])(=O)=O,
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,
CC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
[I-].C[N+](C)(C)CCCNS(=O)(=O)C1=CC=C(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C1,
CC1=CC(C)=C([S+](C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OC1=CC=C(C=C1)C1=CC=C(OC(=O)C(F)(C(F)(F)F)C(F)(F)N2C(F)(F)C(F)(F)OC(F)(F)C2(F)F)C=C1,
[NH4+].[O-]S(=O)(=O)CCCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCC[N+](CCC)(CCC)CCC.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
,
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OCCCCC(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)CCl,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)CCI,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=C,
FC(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,
FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC(O)C(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)F,
OCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCC(I)CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CN(C)[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)COCC(F)(F)C(F)(F)C(F)(F)F,
OCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC=C,
CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,
CC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,
CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)COC(Cl)=O,
OCCCSC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC#N,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC=C,
FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
OC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,
C[Si](C)(C)O[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)C,
CCCC[N+](C)(CCCC)CCCC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCOC=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,
OP(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC(OCC(F)(F)C(F)(F)C(F)(F)F)OC(C)=O,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,
CCCCCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc(Br)c1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,
CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,
FC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1cccc(Br)c1,
Nc1ccc(nc1)C(F)(F)C(F)(F)C(F)(F)F,
Cc1nccc2c(cccc12)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)SSc1ccccc1,
CC(C)CN(CC(C)C)C(=O)C(F)(F)C(F)(F)C(F)(F)F,
COC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,
CCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,
CN(C)c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCOC(=O)CC(C[N+]([O-])=O)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1COC(=O)O1,
CCCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,
CCOC(=O)C(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc2ccccc2s1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc2ccccc2o1,
Oc1cccc(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1COC(=O)O1,
FC(F)(F)C(F)(F)C(F)(F)c1Nnc(n1)-c1ccccc1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1Ncnc1,
OC(=O)c1ccc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,
OC1OCCCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
Fc1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1,
CCCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCOC(=O)CNC(CC(=O)OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)OS1(=O)=O,
Cn1c(cc2ccccc12)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
CC1=C(C(=O)NC(=O)N1)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCOc1ccc(cc1)-c1ccc(cc1)C#N,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)c1ccc(Cl)cc1,
COc1ncc(c(OC)n1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1CCCCC1,
Fc1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
Nc1nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,
CCc1ccc(C=NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,
[O-][N+](=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,
FC(F)(F)C(F)(F)C(F)(F)c1ccc(NC(=O)c2ccccc2)c(c1)-c1ccccc1,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(no1)-c1ccccc1,
Oc1cc(nn1-c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,
COc1cccc(c1)C(=O)NNC(C)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,
CC(=O)Nc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1Cl,
FC(F)(F)C(F)(F)C(F)(F)C(=O)N1CCN(Cc2ccc3OCOc3c2)CC1,
Cc1cc(C)nc(Sc2ccc3nnc(n3n2)C(F)(F)C(F)(F)C(F)(F)F)n1,
CCCCCCCCCCCCCCCOc1cccc(OC(CC)C(=O)Nc2cc(O)c(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc2OC(F)(F)C(F)Cl)c1,
FC(I)=C(F)C(F)(C(F)(F)F)C(F)(F)F,
NC(=O)C(F)(C(F)(F)F)C(F)(F)F,
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,
FC(F)(F)C(F)(c1Nccn1)C(F)(F)F,
FC(F)(F)C(F)(CC(=O)c1ccccc1)C(F)(F)F,
NCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,
Fc1c(F)c(c(F)c(F)c1C(Cl)(Cl)Cl)C(F)(C(F)(F)F)C(F)(F)F,
Nc1c(Br)cc(cc1OC(F)F)C(F)(C(F)(F)F)C(F)(F)F,
CSc1c(C)c(ccc1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,
Cc1c(ccc(c1SC(C)(C)C)C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,
CCCSc1c(CC)c(ccc1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,
COC(=O)c1ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,
Cc1c(ccc(c1S(=O)C(C)(C)C)C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,
CC(C)CS(=O)(=O)c1c(C)c(ccc1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,
CCCCS(=O)c1c(CC)c(ccc1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,
Cc1cc(cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2Cl)c1F)C(F)(C(F)(F)F)C(F)(F)F,
CN(C(=O)c1ccc(F)cc1F)c1cccc(C(=O)Nc2c(C)cc(cc2C)C(F)(C(F)(F)F)C(F)(F)F)c1F,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(F)(F)F,
