Study,sex,adult,LogKa,half_life_type,Occupational_exposure,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,half_life_days
Shi et al. 2016,both,1,4.214643120765686,apparent,0,13.09204790249433,13.09204790249433,1.1766546201814054,-8.50518317743764,0.25679608465366077,16.733333333333334,532.58,531.572,531.9028587120001,182.0,0.0,0.4596417635956177,-0.2806660284983384,0.4596417635956177,0.2806660284983384,0.5666666666666667,0.8666666666666667,1.1333333333333333,35.4958971650158,9.97478564659246,2.9141302098741146,-2.40037804481835,2.612833523604933,-2.7082317689268893,7.864975008834073,-0.49771400021955986,2.4197719156172544,6.527594148889322,755.6969428639286,25.207106781186546,12.50560279851227,14.078028325458451,12.457106781186548,5.840977975442613,7.65900577725248,4.922788350771681,6.860348397803013,2.823735677607958,3.946663808804982,1.1897569128349479,1.65040160502929,-0.9600000000000006,2.4197719156172544,29.04,7.02038133882241,3.960591373266269,156.98785974185472,0.0,0.0,0.0,0.0,0.0,56.661694692829094,4.552749873690364,4.736862953800049,78.66443774712607,0.0,0.0,11.600939890232516,0.0,0.0,87.95405057461649,21.71906674926607,0.0,0.0,0.0,46.543567833795535,0.0,0.0,0.0,0.0,0.0,70.24664076279713,0.0,11.600939890232516,59.51411469181484,14.854989812833603,0.0,0.0,0.0,0.0,0.0,0.0,63.6,56.661694692829094,78.66443774712607,0.0,0.0,0.0,0.0,4.736862953800049,0.0,0.0,11.600939890232516,4.552749873690364,233.70510162686006,3.3222770465743343,0.0,-14.182034907282473,0.0,-33.059098153922065,0.0,-15.71523047542062,0.0,-7.543237359031459,1.0,30.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,22.0,9.0,0.0,0.0,0.0,0.0,5.042000000000001,58.062599999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5
Zhang et al. 2013,female,1,4.123865365982056,apparent,0,12.825416666666666,12.825416666666666,4.27882137345679,-8.470833333333331,0.653062667189842,16.12,414.06399999999996,413.056,413.97370257200004,150.0,0.0,0.4596472944550076,-0.47662745733429035,0.47662745733429035,0.4596472944550076,0.48,0.72,0.96,19.434311592657526,9.909071373297474,2.9368735642452806,-2.40141077807814,2.617664549738896,-2.7294254034484533,5.766802356534855,-0.4497182477912152,2.3520090748010207,6.547079013921288,530.1396708751446,21.077350269189626,10.524928981102226,10.524928981102226,10.443375672974064,5.012464490551112,5.012464490551112,4.249269900077909,4.249269900077909,2.5963191246723314,2.5963191246723314,1.1009898726552878,1.1009898726552878,-1.5800000000000007,2.3520090748010207,23.419999999999998,5.456258065310048,2.739201485283877,124.73263272473908,5.106527394840706,0.0,0.0,0.0,0.0,47.68077881396279,0.0,4.794537184071822,65.8562257151223,0.0,0.0,0.0,0.0,0.0,75.75729029403485,5.9693052879518484,0.0,0.0,0.0,41.711473526010934,0.0,0.0,0.0,0.0,0.0,65.8562257151223,0.0,0.0,52.78730620880349,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,47.68077881396279,70.65076289919413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,186.62703495055428,0.0,9.723295658541195,7.573992465041572,0.0,-52.81381865709246,0.0,-7.693837750377929,0.0,0.0,0.875,25.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,6.0,0.0,0.0,0.0,0.0,4.4451,43.372800000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Olsen et al. 2007,male,1,3.970504641532898,intrinsic,1,12.695694444444444,12.695694444444444,7.5192375283446715,-8.251666666666665,0.5674234839968693,16.608695652173914,400.112,399.10400000000004,399.943881752,140.0,0.0,0.45964730336728565,-0.2807529995751359,0.45964730336728565,0.2807529995751359,0.5217391304347826,0.782608695652174,1.0,32.24012953454115,9.979624091665183,2.9210842771781147,-2.3815843852709944,2.603132352204937,-2.7057781399774554,7.865119074595858,-0.4332609447253297,2.2407403893236806,6.483931061299355,558.7491560237523,19.5,9.585496616011499,10.401993196939225,9.5,4.426800738960296,5.866864067760936,3.78717381713323,5.250037341945659,2.2285430955439973,3.132851704914204,0.9171018580911205,1.3692561627762239,-1.0000000000000004,2.2407403893236806,22.0,4.997025580011898,2.6988252046991814,116.34455784789424,0.0,0.0,0.0,0.0,0.0,45.23910320077069,4.552749873690364,0.0,65.49319260410161,0.0,0.0,0.0,0.0,0.0,70.04594247779197,10.118126859033554,0.0,0.0,0.0,35.12097634173714,0.0,0.0,0.0,0.0,0.0,57.07539561977267,0.0,0.0,48.091523199756445,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,45.23910320077069,65.49319260410161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,187.60708167989418,0.0,0.0,-7.5192375283446715,0.0,-32.47005857898714,0.0,-7.5938637329931975,0.0,-7.6072551729024935,1.0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,17.0,5.0,0.0,0.0,0.0,0.0,3.5705,42.33860000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2684931506849315
Li et al. 2022,male,0,4.230452299118042,intrinsic,0,13.44580782312925,13.44580782312925,7.681776029856387,-9.116180555555554,0.41992606804957017,18.551724137931036,500.12600000000003,499.118,499.937494632,176.0,0.0,0.45695698521571915,-0.28075299965115474,0.45695698521571915,0.28075299965115474,0.4482758620689655,0.7586206896551724,0.9655172413793104,32.240130185877845,9.825134759895285,2.9848797669511957,-2.4444470200259487,2.656936607727068,-2.781890689309377,7.8651242295886625,-0.46458919925820963,2.4094676793382086,7.294679691935251,730.757413407616,24.5,12.097354508048406,12.913851088976132,12.0,5.682729684978749,7.12279301377939,4.943406240932785,6.406269765745216,3.090132662200693,3.9944412715709015,1.5067493434027648,1.958903648087869,-1.2800000000000005,2.4094676793382086,27.719999999999995,6.359567468988971,3.2647421223971658,145.7365836883924,0.0,0.0,0.0,0.0,0.0,57.08416153695984,4.552749873690364,4.39041504767482,78.66443774712607,0.0,0.0,0.0,0.0,0.0,87.60760266849125,10.118126859033554,0.0,0.0,0.0,46.96603467792629,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,59.9365815359456,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.37,57.08416153695984,83.0548527948009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,243.7603869047619,0.0,0.0,-7.923653982426304,-9.034248393801965,-35.288564224300835,0.0,-16.63884538769211,0.0,-7.958408249874023,1.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,6.0,0.0,0.0,0.0,0.0,4.841100000000001,52.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.321139736438356
Olsen et al. 2007,male,1,4.3133955001831055,intrinsic,1,13.037141912320482,13.037141912320482,7.668294577070957,-8.893055555555552,0.40249380767992127,16.896551724137932,500.126,499.118,499.937494632,176.0,0.0,0.45964729444003055,-0.2807529995753137,0.45964729444003055,0.2807529995753137,0.41379310344827586,0.6206896551724138,0.8275862068965517,32.2401301858513,9.90856544965597,2.958021196442138,-2.4171816110141955,2.637727665118951,-2.744955198464895,7.865123893677274,-0.45788527381465033,2.4284584514452447,6.897477185596457,732.2671884119429,24.5,12.097354508048406,12.913851088976132,12.0,5.682729684978749,7.12279301377939,4.935959906008825,6.398823430821257,3.0172218542675084,3.9215304636377173,1.311441237452876,1.76359554213798,-1.2800000000000007,2.4284584514452447,27.719999999999995,6.359567468988971,3.2647421223971658,145.73658368839241,0.0,0.0,0.0,0.0,0.0,57.08416153695984,4.552749873690364,0.0,83.05485279480088,0.0,0.0,0.0,0.0,0.0,87.60760266849124,10.118126859033554,0.0,0.0,0.0,46.96603467792629,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,59.936581535945585,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,57.08416153695984,83.05485279480088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,242.49984523284616,0.0,0.0,-7.842419926303856,0.0,-51.96471072688334,0.0,-7.88274914441085,0.0,-7.893298768581507,1.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,7.0,0.0,0.0,0.0,0.0,4.841100000000002,52.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4246575342465753
Yu et al. 2021,female,1,4.246446371078491,intrinsic,0,12.995900415721845,12.995900415721845,4.385488040123455,-8.763359788359788,0.5343316726116675,16.321428571428573,464.07099999999997,463.063,463.97050901200004,168.0,0.0,0.4596472944399756,-0.4766274573342905,0.4766274573342905,0.4596472944399756,0.42857142857142855,0.6428571428571429,0.8571428571428571,19.434757545800327,9.887887414111779,2.9539264697696344,-2.4167452661298925,2.6337934643687864,-2.745741835758452,5.766838068617544,-0.45948662584463074,2.43820249313014,6.762462438804282,614.6078197327042,23.577350269189626,11.780857927120682,11.780857927120682,11.693375672974064,5.640428963560339,5.640428963560339,4.823662944515709,4.823662944515709,2.9906585040340876,2.9906585040340876,1.2981595623361661,1.2981595623361661,-1.7200000000000009,2.43820249313014,26.279999999999998,6.13667376454714,2.906984183089888,139.42864564498817,5.106527394840706,0.0,0.0,0.0,0.0,53.603307982057366,0.0,4.794537184071822,74.63705581047195,0.0,0.0,0.0,0.0,0.0,84.53812038938449,5.9693052879518484,0.0,0.0,0.0,47.63400269410551,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,58.70983537689807,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,53.603307982057366,79.43159299454378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,214.0652878902619,0.0,9.766002270111443,7.591905688182068,0.0,-62.92202077821869,0.0,-7.8345084036701085,0.0,0.0,0.8888888888888888,28.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,7.0,0.0,0.0,0.0,0.0,5.080400000000002,48.3198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87
Zhang et al. 2013,female,1,4.0971150398254395,apparent,0,13.288400415721844,13.288400415721844,4.349977324263038,-8.645208333333333,0.6759633964412283,18.04,414.0639999999999,413.0559999999999,413.97370257200004,150.0,0.0,0.45695698843084914,-0.47662747298508507,0.47662747298508507,0.45695698843084914,0.52,0.84,1.04,19.437181662512444,9.82547005862039,2.967641404052522,-2.431621878576998,2.6392301408510397,-2.7704556862413905,5.767317900703107,-0.45622631930957247,2.3310769043452377,6.974573502497888,528.6298958708176,21.077350269189626,10.524928981102226,10.524928981102226,10.443375672974064,5.012464490551113,5.012464490551113,4.256716235001866,4.256716235001866,2.6692299326055173,2.6692299326055173,1.2962979786051767,1.2962979786051767,-1.5800000000000007,2.3310769043452377,23.419999999999998,5.456258065310048,2.739201485283877,124.73263272473909,5.106527394840706,0.0,0.0,0.0,0.0,47.68077881396279,0.0,9.184952231746642,61.46581066744749,0.0,0.0,0.0,0.0,0.0,75.75729029403485,5.9693052879518484,0.0,0.0,0.0,41.711473526010934,0.0,0.0,0.0,0.0,0.0,65.8562257151223,0.0,0.0,52.78730620880349,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,47.68077881396279,70.65076289919413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,187.64632794784583,0.0,9.760842427248678,7.594664233749055,-8.645208333333333,-36.83164871504157,0.0,-16.108310893801963,0.0,0.0,0.875,25.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,5.0,0.0,0.0,0.0,0.0,4.4451,43.372799999999984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5299999999999999
Olsen et al. 2007,male,1,3.970504641532898,intrinsic,1,12.695694444444444,12.695694444444444,7.5192375283446715,-8.251666666666665,0.5674234839968693,16.608695652173914,400.112,399.10400000000004,399.943881752,140.0,0.0,0.45964730336728565,-0.2807529995751359,0.45964730336728565,0.2807529995751359,0.5217391304347826,0.782608695652174,1.0,32.24012953454115,9.979624091665183,2.9210842771781147,-2.3815843852709944,2.603132352204937,-2.7057781399774554,7.865119074595858,-0.4332609447253297,2.2407403893236806,6.483931061299355,558.7491560237523,19.5,9.585496616011499,10.401993196939225,9.5,4.426800738960296,5.866864067760936,3.78717381713323,5.250037341945659,2.2285430955439973,3.132851704914204,0.9171018580911205,1.3692561627762239,-1.0000000000000004,2.2407403893236806,22.0,4.997025580011898,2.6988252046991814,116.34455784789424,0.0,0.0,0.0,0.0,0.0,45.23910320077069,4.552749873690364,0.0,65.49319260410161,0.0,0.0,0.0,0.0,0.0,70.04594247779197,10.118126859033554,0.0,0.0,0.0,35.12097634173714,0.0,0.0,0.0,0.0,0.0,57.07539561977267,0.0,0.0,48.091523199756445,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,45.23910320077069,65.49319260410161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,187.60708167989418,0.0,0.0,-7.5192375283446715,0.0,-32.47005857898714,0.0,-7.5938637329931975,0.0,-7.6072551729024935,1.0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,17.0,5.0,0.0,0.0,0.0,0.0,3.5705,42.33860000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432876712328767
Li et al. 2022,female,0,4.3133955001831055,intrinsic,0,13.037141912320482,13.037141912320482,7.668294577070957,-8.893055555555552,0.40249380767992127,16.896551724137932,500.126,499.118,499.937494632,176.0,0.0,0.45964729444003055,-0.2807529995753137,0.45964729444003055,0.2807529995753137,0.41379310344827586,0.6206896551724138,0.8275862068965517,32.2401301858513,9.90856544965597,2.958021196442138,-2.4171816110141955,2.637727665118951,-2.744955198464895,7.865123893677274,-0.45788527381465033,2.4284584514452447,6.897477185596457,732.2671884119429,24.5,12.097354508048406,12.913851088976132,12.0,5.682729684978749,7.12279301377939,4.935959906008825,6.398823430821257,3.0172218542675084,3.9215304636377173,1.311441237452876,1.76359554213798,-1.2800000000000007,2.4284584514452447,27.719999999999995,6.359567468988971,3.2647421223971658,145.73658368839241,0.0,0.0,0.0,0.0,0.0,57.08416153695984,4.552749873690364,0.0,83.05485279480088,0.0,0.0,0.0,0.0,0.0,87.60760266849124,10.118126859033554,0.0,0.0,0.0,46.96603467792629,0.0,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,59.936581535945585,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,57.08416153695984,83.05485279480088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552749873690364,242.49984523284616,0.0,0.0,-7.842419926303856,0.0,-51.96471072688334,0.0,-7.88274914441085,0.0,-7.893298768581507,1.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,7.0,0.0,0.0,0.0,0.0,4.841100000000002,52.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9986913621917808
Abraham et al. 2024,male,1,3.964876413345337,intrinsic,0,13.365600552721089,13.365600552721089,4.616723189492347,-9.503841411564627,0.26990546760245965,16.72972972972973,614.092,613.084,613.9609283320001,222.0,0.0,0.45964729443994295,-0.4766274573342905,0.4766274573342905,0.45964729443994295,0.32432432432432434,0.4864864864864865,0.6486486486486487,19.436289598554016,9.850549547718693,2.9868238686259847,-2.4441115232974147,2.665338460743015,-2.7750081731822904,5.766908054166928,-0.4772404824200985,2.6475351701541814,7.2495828036211245,878.647724733672,31.077350269189626,15.548644765176043,15.548644765176043,15.443375672974064,7.52432238258802,7.52432238258802,6.546842077829107,6.546842077829107,4.173676642119359,4.173676642119359,1.8896686313788014,1.8896686313788014,-2.140000000000001,2.6475351701541814,34.86000000000001,8.178795087426241,3.9013723074053517,183.51668440573536,5.106527394840706,0.0,0.0,0.0,0.0,71.37089548634108,0.0,4.794537184071822,100.97954609652088,0.0,0.0,0.0,0.0,0.0,110.88061067543342,5.9693052879518484,0.0,0.0,0.0,65.40159019838924,0.0,0.0,0.0,0.0,0.0,100.97954609652088,0.0,0.0,76.47742288118178,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,37.3,71.37089548634108,105.7740832805927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,297.6154486953429,0.0,9.854712287408496,7.62672477040687,0.0,-94.55051077177606,0.0,-8.129708314715495,0.0,0.0,0.9166666666666666,37.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,10.0,0.0,0.0,0.0,0.0,6.986300000000004,63.16079999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082191780821918
